vehicle_name,model,vehicle_type,model_year,fuel_type,mileage,spec,price
volkswagen,ID.6,Sedan,2022,Electric,0,GCC,159000
volkswagen,ID.6,SUV/Crossover,2022,Electric,0,Import,155000
volkswagen,ID.4 Crozz,SUV/Crossover,2022,Electric,0,Import,135000
volkswagen,ID.6,SUV/Crossover,2022,Electric,0,Import,123000
volkswagen,ID.6,Sedan,2022,Electric,0,GCC,125000
volkswagen,ID.6,SUV/Crossover,2023,Electric,0,Import,132000
volkswagen,ID.6,SUV/Crossover,2021,Electric,0,Import,55000
volkswagen,ID.6,SUV/Crossover,2021,Electric,0,Import,119800
volkswagen,ID.4 Crozz,SUV/Crossover,2021,Electric,0,Import,127500
volkswagen,ID.4,SUV/Crossover,2021,Electric,0,Import,111000
volkswagen,ID.6,SUV/Crossover,2021,Electric,30,Import,111000
volkswagen,ID.6,SUV/Crossover,2022,Electric,0,Import,127500
volkswagen,ID.4 Crozz,SUV/Crossover,2022,Electric,0,Import,164000
volkswagen,ID.6,SUV/Crossover,2022,Electric,0,Import,128000
volkswagen,ID.4 Crozz,SUV/Crossover,2022,Electric,0,Import,155000
volkswagen,ID.3,Hatchback,2022,Electric,0,Import,145000
volkswagen,ID.4,SUV/Crossover,2022,Gasoline,0,Import,110000
volkswagen,Multivan,Van,2023,Diesel,0,Import,145000
